date,player,team,market,line,proj_lambda,p_over,over_price,under_price,book,side,ev,chosen_prob
2026-01-27,Nick Schmaltz,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Kevin Stenlund,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Kevin Stenlund,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Nick DeSimone,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Olli Määttä,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Olli Määttä,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,John Marino,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,John Marino,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,John Marino,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Sean Durzi,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Sean Durzi,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Sean Durzi,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Nick DeSimone,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Nick DeSimone,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Kevin Stenlund,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Ian Cole,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Ian Cole,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Ian Cole,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Kailer Yamamoto,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Kailer Yamamoto,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Kailer Yamamoto,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Brandon Tanev,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Brandon Tanev,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Brandon Tanev,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Barrett Hayton,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Dylan Guenther,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Alexander Wennberg,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Dylan Guenther,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Shakir Mukhamadullin,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Shakir Mukhamadullin,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Shakir Mukhamadullin,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Timothy Liljegren,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Timothy Liljegren,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Timothy Liljegren,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,John Klingberg,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,John Klingberg,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,John Klingberg,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Vincent Iorio,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Vincent Iorio,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Vincent Iorio,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Mario Ferraro,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Mario Ferraro,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Mario Ferraro,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Sam Dickinson,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Sam Dickinson,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Sam Dickinson,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Vincent Desharnais,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Vincent Desharnais,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Vincent Desharnais,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Dmitry Orlov,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Dmitry Orlov,SJS,BLOCKS,2.5,1.8,0.268331,,,,Over,0.0,0.268331
2026-01-27,Dmitry Orlov,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Michael Carcone,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Dylan Guenther,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Lawson Crouse,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Lawson Crouse,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Lawson Crouse,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Logan Cooley,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Logan Cooley,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Logan Cooley,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Michael Carcone,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Michael Carcone,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Daniil But,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Yaroslav Askarov,SJS,SAVES,24.5,27.0,0.40699,,,,Over,0.0,0.40699
2026-01-27,Daniil But,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Daniil But,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Alex Nedeljkovic,SJS,SAVES,30.5,27.0,0.327098,,,,Over,0.0,0.327098
2026-01-27,Alex Nedeljkovic,SJS,SAVES,28.5,27.0,0.351838,,,,Over,0.0,0.351838
2026-01-27,Alex Nedeljkovic,SJS,SAVES,26.5,27.0,0.378457,,,,Over,0.0,0.378457
2026-01-27,Alex Nedeljkovic,SJS,SAVES,24.5,27.0,0.40699,,,,Over,0.0,0.40699
2026-01-27,Yaroslav Askarov,SJS,SAVES,30.5,27.0,0.327098,,,,Over,0.0,0.327098
2026-01-27,Yaroslav Askarov,SJS,SAVES,28.5,27.0,0.351838,,,,Over,0.0,0.351838
2026-01-27,Yaroslav Askarov,SJS,SAVES,26.5,27.0,0.378457,,,,Over,0.0,0.378457
2026-01-27,Olli Määttä,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Nate Schmidt,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Nate Schmidt,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Nate Schmidt,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Drew Doughty,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Brandt Clarke,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Brandt Clarke,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Brandt Clarke,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Cody Ceci,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Cody Ceci,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Cody Ceci,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Mikey Anderson,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Mikey Anderson,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Mikey Anderson,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Taylor Ward,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Taylor Ward,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Taylor Ward,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Alex Turcotte,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Alex Turcotte,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Alex Turcotte,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Corey Perry,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Corey Perry,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Corey Perry,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Trevor Moore,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Trevor Moore,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Drew Doughty,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Drew Doughty,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Brian Dumoulin,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Anton Forsberg,LAK,SAVES,30.5,27.0,0.321935,,,,Over,0.0,0.321935
2026-01-27,Justin Danforth,BUF,BLOCKS,2.5,1.8,0.262691,,,,Over,0.0,0.262691
2026-01-27,Justin Danforth,BUF,BLOCKS,1.5,1.8,0.410612,,,,Over,0.0,0.410612
2026-01-27,Zach Benson,BUF,BLOCKS,3.5,1.8,0.168072,,,,Over,0.0,0.168072
2026-01-27,Zach Benson,BUF,BLOCKS,2.5,1.8,0.262691,,,,Over,0.0,0.262691
2026-01-27,Zach Benson,BUF,BLOCKS,1.5,1.8,0.410612,,,,Over,0.0,0.410612
2026-01-27,Darcy Kuemper,LAK,SAVES,30.5,27.0,0.321935,,,,Over,0.0,0.321935
2026-01-27,Darcy Kuemper,LAK,SAVES,28.5,27.0,0.346253,,,,Over,0.0,0.346253
2026-01-27,Darcy Kuemper,LAK,SAVES,26.5,27.0,0.372483,,,,Over,0.0,0.372483
2026-01-27,Darcy Kuemper,LAK,SAVES,24.5,27.0,0.400772,,,,Over,0.0,0.400772
2026-01-27,Anton Forsberg,LAK,SAVES,28.5,27.0,0.346253,,,,Over,0.0,0.346253
2026-01-27,Brian Dumoulin,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Anton Forsberg,LAK,SAVES,26.5,27.0,0.372483,,,,Over,0.0,0.372483
2026-01-27,Anton Forsberg,LAK,SAVES,24.5,27.0,0.400772,,,,Over,0.0,0.400772
2026-01-27,Jacob Moverare,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Jacob Moverare,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Jacob Moverare,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Joel Edmundson,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Joel Edmundson,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Joel Edmundson,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Brian Dumoulin,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Trevor Moore,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Jeff Malott,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Jeff Malott,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Karel Vejmelka,UTA,SAVES,30.5,27.0,0.326436,,,,Over,0.0,0.326436
2026-01-27,Kenny Connors,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Kenny Connors,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Kenny Connors,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Quinton Byfield,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Quinton Byfield,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Quinton Byfield,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Joel Armia,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Joel Armia,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Joel Armia,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Karel Vejmelka,UTA,SAVES,28.5,27.0,0.350708,,,,Over,0.0,0.350708
2026-01-27,Kevin Fiala,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Karel Vejmelka,UTA,SAVES,26.5,27.0,0.376876,,,,Over,0.0,0.376876
2026-01-27,Karel Vejmelka,UTA,SAVES,24.5,27.0,0.405115,,,,Over,0.0,0.405115
2026-01-27,Vitek Vanecek,UTA,SAVES,30.5,27.0,0.326436,,,,Over,0.0,0.326436
2026-01-27,Vitek Vanecek,UTA,SAVES,28.5,27.0,0.350708,,,,Over,0.0,0.350708
2026-01-27,Vitek Vanecek,UTA,SAVES,26.5,27.0,0.376876,,,,Over,0.0,0.376876
2026-01-27,Vitek Vanecek,UTA,SAVES,24.5,27.0,0.405115,,,,Over,0.0,0.405115
2026-01-27,Mikhail Sergachev,UTA,BLOCKS,3.5,1.8,0.173231,,,,Over,0.0,0.173231
2026-01-27,Mikhail Sergachev,UTA,BLOCKS,2.5,1.8,0.269094,,,,Over,0.0,0.269094
2026-01-27,Mikhail Sergachev,UTA,BLOCKS,1.5,1.8,0.416936,,,,Over,0.0,0.416936
2026-01-27,Kevin Fiala,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Kevin Fiala,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Jeff Malott,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Anze Kopitar,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Andre Lee,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Andre Lee,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Andre Lee,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Alex Laferriere,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Alex Laferriere,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Alex Laferriere,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Andrei Kuzmenko,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Andrei Kuzmenko,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Andrei Kuzmenko,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Anze Kopitar,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Warren Foegele,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Anze Kopitar,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Adrian Kempe,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Adrian Kempe,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Adrian Kempe,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Samuel Helenius,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Samuel Helenius,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Samuel Helenius,LAK,BLOCKS,1.5,1.8,0.411283,,,,Over,0.0,0.411283
2026-01-27,Warren Foegele,LAK,BLOCKS,3.5,1.8,0.169692,,,,Over,0.0,0.169692
2026-01-27,Warren Foegele,LAK,BLOCKS,2.5,1.8,0.264339,,,,Over,0.0,0.264339
2026-01-27,Alexander Wennberg,SJS,BLOCKS,3.5,1.8,0.17307,,,,Over,0.0,0.17307
2026-01-27,Alexander Wennberg,SJS,BLOCKS,1.5,1.8,0.415962,,,,Over,0.0,0.415962
2026-01-27,Morgan Barron,WPG,BLOCKS,2.5,1.8,0.268889,,,,Over,0.0,0.268889
2026-01-27,Brady Skjei,NSH,BLOCKS,2.5,1.8,0.266832,,,,Over,0.0,0.266832
2026-01-27,Jack Eichel,VGK,BLOCKS,1.5,1.8,0.413329,,,,Over,0.0,0.413329
2026-01-27,Pavel Dorofeyev,VGK,BLOCKS,3.5,1.8,0.171396,,,,Over,0.0,0.171396
2026-01-27,Pavel Dorofeyev,VGK,BLOCKS,2.5,1.8,0.265986,,,,Over,0.0,0.265986
